Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
"      16,755",16754.96696,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Coronary Heart Disease,17,17,16,LHB and PHW total,Tot,5,,Total
"       9,941",9941.263117,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Cerebrovascular disease,18,18,16,LHB and PHW total,Tot,5,,Total
"      59,668",59668.1837,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Other problems of circulation,19,19,16,LHB and PHW total,Tot,5,,Total
"       9,884",9883.728077,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Genital tract problems,27,27,26,LHB and PHW total,Tot,5,,Total
"      17,708",17707.5039,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Renal problems,28,28,26,LHB and PHW total,Tot,5,,Total
           0,0,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Chronic renal failure,29,29,26,LHB and PHW total,Tot,5,,Total
"       3,122",3121.634998,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Sexually transmitted infections,43,30,26,LHB and PHW total,Tot,5,,Total
"      29,585",29584.75991,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Other problems of the genito urinary system,30,31,26,LHB and PHW total,Tot,5,,Total
"      94,089",94088.85306,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,General medical services ,37,38,36,LHB and PHW total,Tot,5,,Total
"      13,294",13293.95874,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Open access ,38,39,36,LHB and PHW total,Tot,5,,Total
"      32,009",32009.25948,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Continuing care ,39,40,36,LHB and PHW total,Tot,5,,Total
